RocketLogger CSV File
File Version,3
Block Size,1
Block Count,639                 
Sample Count,639                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 22:58:59 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587769640.033707543,1,-159628,-22541338,-45632030
1587769641.037135994,1,-161810,-22615964,-45638174
1587769642.040610787,1,-167250,-22753036,-45692856
1587769643.044097181,1,-167377,-22638170,-45638296
1587769644.047511145,1,-164467,-22617454,-45640385
1587769645.050953852,1,-163486,-22543038,-45630186
1587769646.054395630,1,-163581,-22615982,-45637191
1587769647.057860130,1,-163518,-22730970,-45653288
1587769648.061303615,1,-163328,-22644689,-45646775
1587769649.064711425,1,-161589,-22624009,-45643949
1587769650.068209236,1,-163328,-22532067,-45629572
1587769651.071639051,1,-162411,-22617138,-45641368
1587769652.075093054,1,-161937,-22720945,-45649970
1587769653.078552927,1,-163012,-22657676,-45666436
1587769654.081991090,1,-161842,-22617244,-45625271
1587769655.085435363,1,-162727,-22524881,-45621216
1587769656.088894281,1,-165764,-22612161,-45630924
1587769657.092330122,1,-164372,-22719859,-45645546
1587769658.095771307,1,-164720,-22644672,-45640017
1587769659.099233469,1,-163233,-22623378,-45635593
1587769660.102685262,1,-163297,-22522866,-45624165
1587769661.106120979,1,-164688,-22611530,-45632152
1587769662.109580982,1,-165574,-22698670,-45643089
1587769663.113026399,1,-162190,-22656029,-45641614
1587769664.116482472,1,-163328,-22625796,-45636453
1587769665.119918867,1,-163075,-22508337,-45623428
1587769666.123376285,1,-164498,-22601418,-45631169
1587769667.126812917,1,-162664,-22635926,-45633996
1587769668.130271925,1,-165890,-22698775,-45644563
1587769669.133721766,1,-163708,-22627707,-45637068
1587769670.137178114,1,-163455,-22525092,-45623182
1587769671.140611682,1,-162316,-22587292,-45629449
1587769672.144071864,1,-161968,-22616928,-45631907
1587769673.147533371,1,-166175,-22732092,-45647758
