RocketLogger CSV File
File Version,3
Block Size,1
Block Count,849                 
Sample Count,849                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Sat Apr 25 00:10:58 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587773887.820023182,1,20400,-4890735,-73511348
1587773888.823458744,1,16699,-4985428,-73522653
1587773889.826925491,1,18565,-4914956,-73517123
1587773890.830359334,1,21001,-4884058,-73513191
1587773891.833834604,1,18629,-4848532,-73508522
1587773892.837274106,1,17553,-4893276,-73513805
1587773893.840698359,1,17933,-4993140,-73524496
1587773894.844148001,1,17395,-4909909,-73517123
1587773895.847606575,1,19451,-4861326,-73512822
1587773896.851088098,1,21254,-4856612,-73509136
1587773897.854500137,1,18976,-4893662,-73514420
1587773898.857962262,1,18470,-4992842,-73527445
1587773899.861396005,1,18123,-4909330,-73520318
1587773900.864884418,1,20083,-4856401,-73513068
1587773901.868354534,1,18123,-4859136,-73511962
1587773902.871736633,1,19040,-4894153,-73516877
1587773903.875195807,1,20305,-4988618,-73528674
1587773904.878650835,1,17522,-4907665,-73520195
1587773905.882079695,1,17870,-4825468,-73510733
1587773906.885571284,1,19641,-4873332,-73514666
1587773907.888990745,1,18249,-4907192,-73518844
1587773908.892448458,1,20147,-4950271,-73527322
1587773909.895893269,1,19641,-4904914,-73521055
1587773910.899376272,1,21538,-4811184,-73509013
1587773911.902789287,1,21855,-4890700,-73518966
1587773912.906257910,1,20590,-4985446,-73530640
1587773913.909689569,1,22108,-4914448,-73524742
1587773914.913137295,1,21538,-4873577,-73519704
1587773915.916620999,1,19008,-4858592,-73515649
1587773916.920068445,1,21222,-4894941,-73521178
1587773917.923486868,1,21665,-4979873,-73532729
1587773918.926946102,1,20526,-4906421,-73524250
1587773919.930383900,1,19356,-4809957,-73513437
1587773920.933848188,1,18882,-4881324,-73520687
1587773921.937285806,1,18660,-4930940,-73527199
1587773922.940738109,1,19767,-4934760,-73528182
1587773923.944179040,1,21760,-4904318,-73525356
1587773924.947635965,1,22044,-4817897,-73514420
1587773925.951042657,1,20621,-4891681,-73522899
1587773926.954521020,1,20748,-4987829,-73534572
1587773927.957973547,1,19736,-4915447,-73528797
1587773928.961413263,1,20558,-4885232,-73524742
1587773929.964859709,1,18755,-4847989,-73518966
1587773930.968372748,1,20337,-4894065,-73526339
1587773931.971795082,1,20052,-4993736,-73537153
1587773932.975233807,1,19388,-4909751,-73529534
1587773933.978700846,1,21444,-4846534,-73522407
