RocketLogger CSV File
File Version,3
Block Size,1
Block Count,727                 
Sample Count,727                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 00:55:17 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587690117.847202849,1,43805,-1093047,-85557230
1587690118.850643037,1,46272,-1051090,-85567060
1587690119.854096852,1,45892,-956169,-85524052
1587690120.857544906,1,47252,-1033669,-85537937
1587690121.860960800,1,45671,-1120441,-85558704
1587690122.864391690,1,46177,-1069089,-85554280
1587690123.867893156,1,48011,-1045131,-85548259
1587690124.871341490,1,45323,-970558,-85528107
1587690125.874799359,1,47442,-1036123,-85542975
1587690126.878203192,1,43172,-1134321,-85563496
1587690127.881585434,1,43678,-1063393,-85553297
1587690128.885163091,1,44374,-1032916,-85548751
1587690129.888583610,1,44342,-986471,-85532530
1587690130.892052141,1,43868,-1037718,-85544941
1587690131.895423350,1,45228,-1139509,-85566200
1587690132.898821872,1,48233,-1056593,-85553052
1587690133.902405280,1,42318,-987278,-85541009
1587690134.905830973,1,48960,-1010044,-85540395
1587690135.909302555,1,45702,-1044500,-85549857
1587690136.912699211,1,43773,-1113395,-85565094
1587690137.916214381,1,46335,-1052597,-85610191
1587690138.919620941,1,46999,-952208,-85508323
1587690139.923075862,1,45165,-1032109,-85553543
1587690140.926489313,1,43995,-1121072,-85553297
1587690141.930004505,1,45734,-1065216,-85544696
1587690142.933458101,1,45608,-1029182,-85545924
1587690143.936843929,1,44912,-995936,-85538183
1587690144.940283018,1,44153,-1039751,-85547645
1587690145.943689211,1,46556,-1127153,-85569640
1587690146.947169072,1,45291,-1052597,-85555141
1587690147.950672605,1,45291,-952839,-85534497
1587690148.954128563,1,44469,-1029551,-85545924
1587690149.957527082,1,43299,-1111660,-85590530
1587690150.960973263,1,45702,-1067898,-85575293
1587690151.964436650,1,45924,-1036263,-85540395
1587690152.967928825,1,46145,-990222,-85535725
1587690153.971350464,1,43678,-1039120,-85583895
1587690154.974800271,1,44848,-1133936,-85581437
1587690155.978270611,1,46999,-1053999,-85546416
1587690156.981707993,1,45987,-960147,-85534619
1587690157.985129622,1,46809,-1022242,-85547399
1587690158.988575303,1,45987,-1071017,-85560056
1587690159.992033815,1,46968,-1086020,-85566446
1587690160.995489516,1,46778,-1049776,-85558213
1587690161.998930833,1,45418,-962250,-85539658
1587690163.002397500,1,46367,-1035772,-85552683
1587690164.005834976,1,44121,-1135829,-85573941
1587690165.009286390,1,43267,-1060870,-85564725
1587690166.012770080,1,43836,-1013742,-85555632
1587690167.016207375,1,46493,-1000790,-85547399
1587690168.019630310,1,46398,-1040014,-85558458
1587690169.023070743,1,42856,-1129309,-85577505
1587690170.026530936,1,44912,-1053298,-85566568
1587690171.029929660,1,44342,-956905,-85545064
1587690172.033398321,1,45355,-1024924,-85554649
1587690173.036826360,1,46778,-1084390,-85568535
1587690174.040315233,1,44216,-1079027,-85572098
1587690175.043768070,1,45955,-1048303,-85565340
1587690176.047198422,1,48264,-969349,-85548382
1587690177.050664462,1,46588,-1036841,-85562513
1587690178.054086972,1,46556,-1138685,-85585246
1587690179.057567170,1,45007,-1058959,-85608962
1587690180.061005525,1,43046,-997828,-85548996
1587690181.064461030,1,47790,-1007836,-85557107
1587690182.067904892,1,42761,-1042292,-85555386
1587690183.071356174,1,42603,-1119529,-85571361
1587690184.074798487,1,45418,-1052159,-85577013
1587690185.078239902,1,45323,-953014,-85544941
1587690186.081715336,1,42571,-1027991,-85560056
1587690187.085154580,1,42508,-1095045,-85575170
1587690188.088590074,1,43077,-1075942,-85577013
1587690189.092046377,1,43520,-1047760,-85571115
1587690190.095482224,1,43615,-970610,-85557475
1587690191.098937007,1,42508,-1037315,-85567060
1587690192.102382803,1,42128,-1138352,-85588933
1587690193.105841815,1,44817,-1058521,-85573818
1587690194.109267169,1,46367,-998284,-85584018
1587690195.112733486,1,44690,-1007415,-85555509
1587690196.116171401,1,45481,-1042678,-85569272
1587690197.119632228,1,44216,-1120230,-85586229
1587690198.123084497,1,46620,-1052352,-85575293
1587690199.126533443,1,43900,-953610,-85577873
1587690200.130003253,1,45734,-1029200,-85565340
1587690201.133412729,1,44754,-1102389,-85577873
1587690202.136876999,1,45196,-1071578,-85579962
1587690203.140326123,1,44121,-1043834,-85574679
1587690204.143767307,1,44627,-980443,-85558090
1587690205.147217033,1,45449,-1038086,-85568903
1587690206.150667202,1,46272,-1138650,-85591145
1587690207.154123246,1,45102,-1055699,-85577873
1587690208.157566418,1,46873,-980320,-85562759
1587690209.161029997,1,46936,-1013654,-85565708
1587690210.164452897,1,43141,-1046954,-85573327
1587690211.167909326,1,43172,-1112642,-85590776
1587690212.171371145,1,42445,-1052142,-85577873
1587690213.174803105,1,45924,-953014,-85557475
1587690214.178259688,1,46873,-1028639,-85568903
1587690215.181705298,1,43836,-1095817,-85582174
1587690216.185147334,1,45481,-1075504,-85583772
1587690217.188592653,1,45829,-1047339,-85578365
1587690218.192026565,1,45449,-973765,-85562636
1587690219.195513746,1,46841,-1037648,-85571729
1587690220.198945091,1,44311,-1140228,-85596920
1587690221.202367828,1,46430,-1056541,-85582789
1587690222.205822843,1,44153,-978182,-85571729
1587690223.209284742,1,46240,-1016897,-85631941
1587690224.212712793,1,44058,-1056313,-85552560
1587690225.216170535,1,44248,-1092802,-85572590
1587690226.219630450,1,45481,-1050126,-85571729
1587690227.223086874,1,44089,-963285,-85574187
1587690228.226519971,1,44722,-1038331,-85680479
1587690229.229982898,1,43615,-1140017,-85608962
1587690230.233429800,1,45797,-1056646,-85560056
1587690231.236865581,1,46240,-975710,-85559318
1587690232.240324264,1,44943,-1018001,-85565585
1587690233.243759263,1,44564,-1063954,-85577259
1587690234.247209920,1,42350,-1085932,-85587458
1587690235.250639046,1,45007,-1049110,-85578857
1587690236.254112841,1,43836,-969962,-85565954
1587690237.257548039,1,43678,-1037420,-85573081
1587690238.261008417,1,41622,-1140771,-85599378
1587690239.264460063,1,44564,-1055472,-85579962
1587690240.267899541,1,47221,-969787,-85564971
1587690241.271352688,1,44026,-1019245,-85572098
1587690242.274814820,1,44248,-1065497,-85587950
1587690243.278229297,1,44406,-1088280,-85587090
1587690244.281705072,1,45924,-1050003,-85577873
1587690245.285173380,1,43868,-962478,-85558950
1587690246.288572453,1,41939,-1036158,-85572712
1587690247.292026001,1,43678,-1137318,-85594831
1587690248.295481215,1,45291,-1059713,-85583403
1587690249.298952421,1,44975,-1000755,-85570009
1587690250.302374851,1,46050,-1008677,-85567183
1587690251.305847518,1,43457,-1044711,-85576276
1587690252.309317370,1,43488,-1110363,-85592865
1587690253.312729529,1,43741,-1051563,-85581068
1587690254.316182588,1,45323,-953961,-85560424
1587690255.319624602,1,45260,-1034265,-85574801
1587690256.323071161,1,44722,-1129011,-85594094
1587690257.326523282,1,41970,-1063218,-85587212
1587690258.329998414,1,45228,-1019666,-85577751
1587690259.333422502,1,46462,-1001263,-85568657
1587690260.336880421,1,44722,-1040995,-85578857
1587690261.340314796,1,42729,-1122719,-85599378
1587690262.343775598,1,44058,-1052510,-85585738
1587690263.347217928,1,46208,-952664,-85566200
1587690264.350656295,1,43615,-1029200,-85579717
1587690265.354120038,1,42350,-1102231,-85593479
1587690266.357571222,1,44184,-1073646,-85593971
1587690267.361007027,1,42824,-1046866,-85588687
1587690268.364453635,1,42666,-971925,-85569886
1587690269.367912501,1,45386,-1037262,-85583403
1587690270.371351121,1,42888,-1139649,-85603187
1587690271.374804819,1,45228,-1059573,-85590407
1587690272.378254878,1,45955,-1010552,-85582420
1587690273.381700753,1,44026,-1000983,-85575170
1587690274.385161598,1,46145,-1040049,-85583157
1587690275.388600044,1,43615,-1132779,-85605276
1587690276.392048239,1,44880,-1054210,-85592005
1587690277.395487366,1,43836,-964056,-85572098
1587690278.398940686,1,45196,-1018807,-85578488
