RocketLogger CSV File
File Version,3
Block Size,1
Block Count,74218               
Sample Count,74218               
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed May 20 22:40:09 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1590014809.468073305,1,12401,-20953,19871
1590014810.471599675,1,13125,9785,25514
1590014811.475150853,1,14447,16822,27231
1590014812.478670368,1,14950,-3361,23919
1590014813.482198346,1,13597,-61373,10181
1590014814.485710911,1,13502,-18643,20117
1590014815.489273308,1,15076,33487,29930
1590014816.492781969,1,13849,10188,25514
1590014817.496326282,1,12055,-8069,21957
1590014818.499853441,1,10921,-48734,12021
1590014819.503381044,1,13440,-17610,18522
1590014820.506928952,1,13219,42800,31770
1590014821.510455295,1,14132,4586,24901
1590014822.513988686,1,13975,-26835,19135
1590014823.517515237,1,12779,-34485,14719
1590014824.521036598,1,12527,-16647,18277
1590014825.524584664,1,12086,41925,31770
1590014826.528112130,1,14132,1050,23919
1590014827.531660686,1,13408,-51115,12389
1590014828.535163284,1,10638,-25207,15701
1590014829.538703868,1,13849,-12358,19503
1590014830.542239216,1,13723,28656,29317
1590014831.545761082,1,13880,-1505,22202
1590014832.549296282,1,11394,-63876,9445
1590014833.552824650,1,12621,-18415,18277
1590014834.556357979,1,13691,37933,29807
1590014835.559894219,1,14761,7264,23797
1590014836.563429761,1,15297,-27308,16927
1590014837.566954102,1,13030,-29321,15701
1590014838.570502310,1,12464,-14284,19749
1590014839.574014842,1,12212,28498,28458
1590014840.577555846,1,14982,-1873,21098
1590014841.581082868,1,15674,-59868,8586
1590014842.584611251,1,12338,-17365,16927
1590014843.588121742,1,15958,43360,31647
1590014844.591669272,1,12023,2240,22815
1590014845.595214880,1,15548,-56507,11162
1590014846.598745367,1,13754,-21969,17050
1590014847.602266847,1,15328,6091,21221
1590014848.605799737,1,13597,16910,25882
1590014849.609340059,1,14038,-4236,20239
1590014850.612869720,1,15013,-47509,9690
1590014851.616390245,1,13314,-16787,17050
1590014852.619934040,1,14730,43168,30543
1590014853.623467106,1,14604,1820,21711
1590014854.626969117,1,13502,-55736,9567
1590014855.630524352,1,16083,-22476,15333
1590014856.634055838,1,13030,-3396,20239
1590014857.637576708,1,13786,22319,26127
1590014858.641093487,1,15548,-1698,21343
1590014859.644657187,1,12684,-59132,7727
1590014860.648175343,1,12936,-17085,17663
1590014861.651703707,1,13943,41329,28581
1590014862.655254959,1,13440,7457,21343
1590014863.658742221,1,15108,-23509,15210
1590014864.662298283,1,12999,-32087,12757
1590014865.665831560,1,14352,-15422,18031
1590014866.669375131,1,13912,38529,27845
1590014867.672909606,1,12149,647,21466
1590014868.676400357,1,13943,-62511,8586
1590014869.679966500,1,14415,-19500,15087
1590014870.683495124,1,16870,18433,24042
1590014871.687020687,1,13628,14529,23429
1590014872.690575084,1,11299,-5811,19135
1590014873.694081919,1,12967,-44445,10303
1590014874.697620392,1,14824,-16139,17050
1590014875.701148698,1,14761,43465,29194
1590014876.704688958,1,14226,2100,20362
1590014877.708230502,1,13786,-56367,9690
1590014878.711741011,1,13943,-21549,14842
1590014879.715274615,1,13691,1067,18277
1590014880.718812446,1,13440,21181,24042
1590014881.722340284,1,15769,-1347,20117
1590014882.725878007,1,17059,-58712,8095
1590014883.729399596,1,15548,-17085,16437
1590014884.732935743,1,12023,39456,27599
1590014885.736470800,1,15076,10485,22693
1590014886.740010762,1,14384,-9855,17786
1590014887.743530694,1,13597,-42677,10181
1590014888.747056807,1,12401,-16017,16559
1590014889.750589699,1,14195,44270,28090
1590014890.754129699,1,17909,4306,20117
1590014891.757649566,1,13660,-41452,11530
1590014892.761191039,1,15360,-25610,13983
1590014893.764725881,1,10953,-12516,15333
1590014894.768252968,1,15139,32087,26005
1590014895.771786084,1,15171,332,18522
1590014896.775318037,1,12558,-62266,7114
1590014897.778841853,1,14226,-17172,15455
1590014898.782361807,1,14384,37916,26863
1590014899.785895495,1,13660,9225,20853
1590014900.789448035,1,12684,-23912,13861
1590014901.792976475,1,15548,-28481,13247
1590014902.796497288,1,15297,-13531,16805
1590014903.800027692,1,13943,31824,25146
1590014904.803556545,1,13377,0,18767
1590014905.807097960,1,14761,-60638,5642
1590014906.810644625,1,12495,-16227,14106
1590014907.814165125,1,13471,44200,27722
1590014908.817695667,1,15454,5654,19749
1590014909.821236499,1,15328,-45216,9077
1590014910.824758283,1,14541,-22301,12389
1590014911.828278366,1,12747,-1260,17295
1590014912.831831988,1,13597,20883,23429
1590014913.835349991,1,14069,-1908,18031
1590014914.838854912,1,11960,-45776,9077
1590014915.842421893,1,12779,-15142,14597
1590014916.845951687,1,15769,41837,26495
1590014917.849467559,1,13849,1365,17663
1590014918.853019482,1,13597,-61933,5887
1590014919.856544086,1,14226,-17137,13615
1590014920.860070454,1,14887,38529,24042
1590014921.863593541,1,14384,9190,19994
1590014922.867132995,1,14919,-29286,12143
1590014923.870659185,1,12779,-25575,11530
1590014924.874190302,1,15422,-10258,14842
1590014925.877728383,1,14101,28060,24165
1590014926.881252281,1,14258,315,17050
1590014927.884798660,1,10764,-57960,5397
1590014928.888295639,1,13030,-15562,13370
1590014929.891850910,1,13912,45321,26495
1590014930.895386521,1,12841,5409,18522
1590014931.898909479,1,13156,-48052,7359
1590014932.902430729,1,14069,-21408,12021
1590014933.905968249,1,14636,-140,18277
1590014934.909503633,1,13817,21759,22202
1590014935.913037841,1,13377,-1312,16805
1590014936.916575673,1,12967,-49785,7114
1590014937.920110998,1,15989,-14932,14351
1590014938.923626088,1,13345,45373,26741
1590014939.927162118,1,12401,4306,17050
1590014940.930699094,1,13314,-53356,6378
1590014941.934229599,1,14699,-20358,12143
1590014942.937759458,1,14510,122,15946
