RocketLogger CSV File
File Version,3
Block Size,1
Block Count,503                 
Sample Count,503                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 01:29:09 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587692046.847664500,1,-1793263,-184887293,-12068983
1587692047.851087575,1,-1790701,-184744280,-12062593
1587692048.854530290,1,-1789467,-184607577,-12056203
1587692049.857983097,1,-1782035,-184347070,-12046373
1587692050.861444393,1,-1787348,-184380019,-12043301
1587692051.864899165,1,-1787728,-184608997,-12054729
1587692052.868317571,1,-1788613,-184341689,-12036174
1587692053.871780038,1,-1785229,-184202777,-12027941
1587692054.875232309,1,-1782351,-183948544,-12019339
1587692055.878682562,1,-1781940,-183983001,-12017987
1587692056.882127419,1,-1781402,-183993008,-12015161
1587692057.885570408,1,-1786557,-184012690,-12013686
1587692058.889026508,1,-1782003,-183836868,-12005453
1587692059.892475307,1,-1776500,-183584738,-11994148
1587692060.895951715,1,-1782003,-183578552,-11989848
1587692061.899367668,1,-1777448,-183560062,-11988742
1587692062.902845164,1,-1779726,-183657734,-11990339
1587692063.906271417,1,-1775741,-183455641,-11980017
1587692064.909716130,1,-1775994,-183265273,-11971907
1587692065.913175507,1,-1775361,-183157523,-11964534
1587692066.916623344,1,-1775013,-183159556,-11960848
1587692067.920043664,1,-1778144,-183275579,-11962937
1587692068.923512727,1,-1775045,-183081407,-11955318
1587692069.926959828,1,-1770870,-182943495,-11947945
1587692070.930385564,1,-1767612,-182746221,-11939466
1587692071.933844555,1,-1769257,-182774491,-11938115
1587692072.937319726,1,-1769383,-182871270,-11937869
1587692073.940725634,1,-1770047,-182721229,-11931725
1587692074.944206243,1,-1766505,-182595725,-11924598
1587692075.947670751,1,-1765525,-182345015,-11913784
1587692076.951091074,1,-1767296,-182391038,-11913047
1587692077.954548857,1,-1766821,-182430226,-11911573
1587692078.958003096,1,-1765841,-182391634,-11909238
1587692079.961457510,1,-1763943,-182242610,-11900882
1587692080.964942247,1,-1763342,-181988465,-11891297
1587692081.968344987,1,-1762646,-182003257,-11888225
1587692082.971805388,1,-1760306,-181993810,-11886013
1587692083.975235302,1,-1762045,-182064615,-11885522
1587692084.978661615,1,-1759926,-181882817,-11876920
1587692085.982179889,1,-1758535,-181647144,-11867090
1587692086.985592226,1,-1758978,-181619962,-11862297
1587692087.989098851,1,-1757428,-181612005,-11860700
1587692088.992500885,1,-1757965,-181723541,-11859840
1587692089.995958194,1,-1759136,-181522692,-11853327
1587692090.999388808,1,-1756827,-181350411,-11845340
1587692092.002863101,1,-1757143,-181222435,-11838581
1587692093.006292893,1,-1754107,-181229866,-11835632
1587692094.009740239,1,-1756099,-181350218,-11836492
1587692095.013217952,1,-1754360,-181168665,-11830348
1587692096.016631514,1,-1752684,-181050259,-11823467
1587692097.020066961,1,-1750976,-180804334,-11813145
1587692098.023520597,1,-1749900,-180843978,-11813145
1587692099.026978012,1,-1750817,-180867130,-11810933
1587692100.030416360,1,-1750122,-180876909,-11807984
1587692101.033916727,1,-1751418,-180706328,-11801717
1587692102.037292000,1,-1748540,-180500712,-11792378
1587692103.040771183,1,-1746959,-180429609,-11787586
1587692104.044227903,1,-1747496,-180436882,-11785620
1587692105.047662605,1,-1745188,-180540111,-11784882
1587692106.051101474,1,-1747402,-180407228,-11779599
1587692107.054579144,1,-1743005,-180283214,-11774438
1587692108.058024788,1,-1740601,-180040723,-11762764
1587692109.061469048,1,-1741740,-180039286,-11760552
1587692110.064919627,1,-1743258,-180028297,-11758094
1587692111.068373624,1,-1744049,-180150068,-11759077
1587692112.071823885,1,-1742499,-179973651,-11752073
1587692113.075262780,1,-1741329,-179863377,-11745561
1587692114.078725902,1,-1737059,-179613210,-11737082
1587692115.082160230,1,-1737534,-179658532,-11733641
1587692116.085595993,1,-1738482,-179652871,-11730938
1587692117.089053073,1,-1737470,-179728479,-11732904
1587692118.092510857,1,-1736142,-179544157,-11724302
1587692119.095958463,1,-1734244,-179367354,-11718158
1587692120.099404373,1,-1733548,-179261497,-11710294
1587692121.102840956,1,-1734940,-179277673,-11709065
1587692122.106311596,1,-1737122,-179393363,-11710662
1587692123.109740476,1,-1736553,-179240027,-11703412
1587692124.113193485,1,-1731176,-179129526,-11697268
1587692125.116658893,1,-1733707,-178878675,-11686824
1587692126.120085414,1,-1731145,-178919335,-11687192
1587692127.123538674,1,-1730227,-178931481,-11684120
1587692128.127002773,1,-1731018,-178966656,-11684366
1587692129.130445376,1,-1726242,-178811725,-11676747
1587692130.133837286,1,-1727602,-178584938,-11668391
1587692131.137344696,1,-1727665,-178568814,-11662002
1587692132.140792914,1,-1724439,-178566746,-11662370
1587692133.144259448,1,-1728962,-178708812,-11666057
1587692134.147689106,1,-1726622,-178512275,-11657086
1587692135.151149226,1,-1725198,-178356959,-11649836
1587692136.154582493,1,-1725135,-178206095,-11642955
1587692137.158022618,1,-1722953,-178234014,-11640866
1587692138.161529316,1,-1725452,-178363198,-11643201
1587692139.164930529,1,-1727096,-178183626,-11635582
1587692140.168365070,1,-1723491,-178056633,-11628824
1587692141.171879021,1,-1724218,-177866177,-11620837
1587692142.175291344,1,-1721466,-177914461,-11621697
1587692143.178708692,1,-1724882,-178040333,-11622311
1587692144.182182405,1,-1718557,-177851788,-11614815
1587692145.185669076,1,-1718114,-177732786,-11608794
1587692146.189063865,1,-1714730,-177545432,-11601667
1587692147.192525085,1,-1718493,-177588021,-11599087
1587692148.195952872,1,-1720296,-177715803,-11603019
1587692149.199421230,1,-1719379,-177551829,-11594540
1587692150.202858777,1,-1715109,-177436841,-11587904
1587692151.206321584,1,-1712927,-177226493,-11580040
1587692152.209763486,1,-1715109,-177276127,-11580286
1587692153.213193119,1,-1718050,-177375657,-11579917
1587692154.216660888,1,-1715330,-177266873,-11576599
1587692155.220102618,1,-1714540,-177155670,-11570210
1587692156.223573406,1,-1708688,-176907659,-11560625
1587692157.227014443,1,-1709859,-176962743,-11560625
1587692158.230468726,1,-1710365,-176988068,-11560625
1587692159.233919084,1,-1711250,-177024155,-11558044
1587692160.237367205,1,-1710017,-176870556,-11551778
1587692161.240792205,1,-1708435,-176651989,-11543176
1587692162.244266989,1,-1708530,-176648519,-11540350
1587692163.247697202,1,-1708341,-176644575,-11537278
1587692164.251147553,1,-1709226,-176778930,-11540841
1587692165.254615408,1,-1706822,-176598061,-11532362
1587692166.258082265,1,-1704925,-176490626,-11526341
1587692167.261501092,1,-1706095,-176392358,-11526833
1587692168.264940030,1,-1703786,-176285519,-11516757
1587692169.268414536,1,-1705020,-176421153,-11521057
1587692170.271823263,1,-1703059,-176345283,-11513684
1587692171.275293216,1,-1705146,-176225965,-11509138
1587692172.278748372,1,-1701224,-176002701,-11500782
1587692173.282177786,1,-1702047,-176006223,-11495621
1587692174.285658632,1,-1699896,-175985718,-11493532
1587692175.289121821,1,-1705083,-176129607,-11496113
1587692176.292534480,1,-1702394,-175968525,-11489108
1587692177.295977050,1,-1700750,-175870992,-11484685
1587692178.299450040,1,-1700054,-175641226,-11475469
1587692179.302902385,1,-1697587,-175702725,-11476083
1587692180.306319115,1,-1700528,-175723738,-11473380
1587692181.309796834,1,-1699105,-175783046,-11474363
1587692182.313233912,1,-1698662,-175625750,-11468587
1587692183.316678910,1,-1694519,-175441218,-11459863
1587692184.320141257,1,-1698093,-175401346,-11458019
1587692185.323579272,1,-1694930,-175425690,-11456176
1587692186.327020414,1,-1698314,-175519805,-11456791
1587692187.330513246,1,-1698599,-175377528,-11452121
1587692188.333921415,1,-1692748,-175273809,-11446100
1587692189.337382414,1,-1691546,-175025482,-11436515
1587692190.340856518,1,-1692653,-175110852,-11438113
1587692191.344265843,1,-1689680,-175116180,-11436270
1587692192.347727041,1,-1693412,-175169757,-11434058
1587692193.351185124,1,-1691198,-175015422,-11431477
1587692194.354620507,1,-1691261,-174815362,-11422630
1587692195.358074563,1,-1688067,-174772932,-11420541
1587692196.361527748,1,-1690882,-174791176,-11420172
1587692197.364962573,1,-1691641,-174927091,-11422015
1587692198.368398137,1,-1689332,-174767043,-11413782
1587692199.371862278,1,-1688288,-174666531,-11409113
1587692200.375322114,1,-1684777,-174455482,-11400634
1587692201.378759458,1,-1687371,-174516228,-11401371
1587692202.382205146,1,-1688098,-174602631,-11402846
1587692203.385683005,1,-1688952,-174556765,-11398791
1587692204.389108689,1,-1686928,-174442425,-11394244
1587692205.392550468,1,-1683070,-174206787,-11386503
1587692206.396002716,1,-1685252,-174264711,-11385520
1587692207.399450726,1,-1683164,-174298922,-11384660
1587692208.402902042,1,-1685505,-174350361,-11384905
1587692209.406352815,1,-1685031,-174210328,-11379376
1587692210.409802851,1,-1681203,-173978405,-11370405
1587692211.413252071,1,-1684588,-174035120,-11369177
1587692212.416700399,1,-1681615,-174082247,-11369300
1587692213.420151620,1,-1683386,-174101561,-11368071
1587692214.423590900,1,-1680919,-173973253,-11362172
1587692215.427048775,1,-1680286,-173734951,-11353939
1587692216.430506149,1,-1677851,-173813205,-11353817
1587692217.433940987,1,-1679527,-173924723,-11355291
1587692218.437399376,1,-1682026,-173828365,-11351359
1587692219.440836907,1,-1676997,-173719020,-11346321
1587692220.444291446,1,-1674245,-173553503,-11341160
1587692221.447741572,1,-1674277,-173604697,-11341406
1587692222.451185375,1,-1676364,-173749865,-11343495
1587692223.454645400,1,-1677155,-173575358,-11337596
1587692224.458085603,1,-1674340,-173356984,-11328749
1587692225.461517804,1,-1676712,-173387970,-11326537
1587692226.464978882,1,-1676649,-173445718,-11326783
1587692227.468420064,1,-1675384,-173462403,-11325923
1587692228.471886898,1,-1673802,-173341403,-11321376
1587692229.475330958,1,-1671683,-173114072,-11313389
1587692230.478786423,1,-1671936,-173195814,-11312652
1587692231.482223955,1,-1673012,-173333639,-11315601
1587692232.485684435,1,-1674308,-173249812,-11313635
1587692233.489116476,1,-1672759,-173069171,-11303927
1587692234.492562202,1,-1670260,-172936814,-11299012
1587692235.496011800,1,-1670418,-172991548,-11299995
1587692236.499466982,1,-1675036,-173145444,-11302330
1587692237.502910386,1,-1672189,-172976440,-11296185
1587692238.506362237,1,-1668204,-172776924,-11289304
1587692239.509803461,1,-1670798,-172786615,-11286478
1587692240.513263980,1,-1669311,-172818881,-11286969
1587692241.516729793,1,-1669438,-172907265,-11288567
1587692242.520158879,1,-1665737,-172762535,-11283283
1587692243.523624360,1,-1665358,-172532698,-11275296
1587692244.527062849,1,-1665927,-172604520,-11274927
1587692245.530508209,1,-1668426,-172685858,-11277016
1587692246.533958856,1,-1668489,-172666877,-11275910
1587692247.537405173,1,-1666718,-172561931,-11271486
1587692248.540859020,1,-1666370,-172338018,-11263376
1587692249.544297535,1,-1666022,-172422476,-11264236
1587692250.547754890,1,-1667160,-172529911,-11266571
1587692251.551209351,1,-1667255,-172455794,-11263008
1587692252.554654099,1,-1664093,-172367585,-11257478
1587692253.558112390,1,-1661056,-172151033,-11249737
